OD,strain,ODb,biomass,time,carbon
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,8.488888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,8.738888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,8.988888888888889,g
0.042,ptsG,0.005603825136611729,2.2359262295080797e-05,9.238888888888889,g
0.043,ptsG,0.006603825136611723,2.6349262295080774e-05,9.488888888888889,g
0.043,ptsG,0.006603825136611723,2.6349262295080774e-05,9.738888888888889,g
0.043,ptsG,0.006603825136611723,2.6349262295080774e-05,9.988888888888889,g
0.044,ptsG,0.0076038251366117235,3.0339262295080775e-05,10.238888888888889,g
0.044,ptsG,0.0076038251366117235,3.0339262295080775e-05,10.488888888888889,g
0.044,ptsG,0.0076038251366117235,3.0339262295080775e-05,10.738888888888889,g
0.045,ptsG,0.008603825136611724,3.432926229508078e-05,10.988888888888889,g
0.045,ptsG,0.008603825136611724,3.432926229508078e-05,11.238888888888889,g
0.046,ptsG,0.009603825136611725,3.831926229508079e-05,11.488888888888889,g
0.046,ptsG,0.009603825136611725,3.831926229508079e-05,11.738888888888889,g
0.047,ptsG,0.010603825136611726,4.230926229508079e-05,11.988888888888889,g
0.048,ptsG,0.011603825136611727,4.629926229508079e-05,12.238888888888889,g
0.048,ptsG,0.011603825136611727,4.629926229508079e-05,12.488888888888889,g
0.049,ptsG,0.012603825136611728,5.0289262295080796e-05,12.738888888888889,g
0.05,ptsG,0.013603825136611729,5.4279262295080797e-05,12.988888888888889,g
0.05,ptsG,0.013603825136611729,5.4279262295080797e-05,13.238888888888889,g
0.051,ptsG,0.014603825136611723,5.826926229508077e-05,13.488888888888889,g
0.052,ptsG,0.015603825136611724,6.225926229508077e-05,13.738888888888889,g
0.053,ptsG,0.016603825136611725,6.624926229508078e-05,13.988888888888889,g
0.054,ptsG,0.017603825136611725,7.023926229508079e-05,14.238888888888889,g
0.055,ptsG,0.018603825136611726,7.42292622950808e-05,14.488888888888889,g
0.056,ptsG,0.019603825136611727,7.821926229508079e-05,14.738888888888889,g
0.057,ptsG,0.020603825136611728,8.22092622950808e-05,14.988888888888889,g
0.059,ptsG,0.022603825136611723,9.018926229508078e-05,15.238888888888889,g
0.06,ptsG,0.023603825136611724,9.417926229508078e-05,15.488888888888889,g
0.063,ptsG,0.026603825136611726,0.00010614926229508077,15.738888888888889,g
0.064,ptsG,0.027603825136611727,0.00011013926229508078,15.988888888888889,g
0.066,ptsG,0.02960382513661173,0.0001181192622950808,16.23888888888889,g
0.069,ptsG,0.03260382513661173,0.00013008926229508082,16.48888888888889,g
0.071,ptsG,0.03460382513661172,0.00013806926229508075,16.73888888888889,g
0.075,ptsG,0.03860382513661172,0.00015402926229508078,16.98888888888889,g
0.076,ptsG,0.039603825136611724,0.00015801926229508078,17.238888888888887,g
0.08,ptsG,0.04360382513661173,0.0001739792622950808,17.488888888888887,g
0.086,ptsG,0.04960382513661172,0.00019791926229508077,17.738888888888887,g
0.091,ptsG,0.054603825136611724,0.00021786926229508077,17.988888888888887,g
0.095,ptsG,0.05860382513661173,0.0002338292622950808,18.238888888888887,g
0.099,ptsG,0.06260382513661172,0.0002497892622950808,18.488888888888887,g
0.103,ptsG,0.06660382513661173,0.0002657492622950808,18.738888888888887,g
0.107,ptsG,0.07060382513661173,0.0002817092622950808,18.988888888888887,g
0.113,ptsG,0.07660382513661174,0.00030564926229508085,19.238888888888887,g
0.12,ptsG,0.08360382513661171,0.00033357926229508076,19.488888888888887,g
0.129,ptsG,0.09260382513661172,0.0003694892622950808,19.738888888888887,g
0.136,ptsG,0.09960382513661173,0.0003974192622950808,19.988888888888887,g
0.144,ptsG,0.10760382513661171,0.0004293392622950808,20.238888888888887,g
0.153,ptsG,0.11660382513661172,0.0004652492622950808,20.488888888888887,g
0.165,ptsG,0.12860382513661173,0.0005131292622950807,20.738888888888887,g
0.177,ptsG,0.1406038251366117,0.0005610092622950807,20.988888888888887,g
0.188,ptsG,0.15160382513661172,0.0006048992622950808,21.238888888888887,g
0.202,ptsG,0.16560382513661173,0.0006607592622950809,21.488888888888887,g
0.217,ptsG,0.18060382513661172,0.0007206092622950807,21.738888888888887,g
0.235,ptsG,0.1986038251366117,0.0007924292622950807,21.988888888888887,g
0.251,ptsG,0.21460382513661172,0.0008562692622950808,22.238888888888887,g
0.269,ptsG,0.23260382513661174,0.0009280892622950808,22.488888888888887,g
0.292,ptsG,0.25560382513661173,0.0010198592622950808,22.738888888888887,g
0.316,ptsG,0.27960382513661175,0.0011156192622950808,22.988888888888887,g
0.342,ptsG,0.3056038251366118,0.001219359262295081,23.238888888888887,g
0.371,ptsG,0.33460382513661174,0.001335069262295081,23.488888888888887,g
0.402,ptsG,0.36560382513661177,0.001458759262295081,23.738888888888887,g
0.434,ptsG,0.39760382513661174,0.0015864392622950809,23.988888888888887,g
0.471,ptsG,0.4346038251366117,0.0017340692622950808,24.238888888888887,g
0.507,ptsG,0.47060382513661175,0.0018777092622950808,24.488888888888887,g
0.548,ptsG,0.5116038251366117,0.002041299262295081,24.738888888888887,g
